ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year
SOAD00134,Flumevale,Yes,Irrigation,Earth,14.346,0.297,28323.0,1957.0,,0.25807,0.0,,17/08/2016,6.0,27.85,Low,Not Rated,,0.0688,118.2,292.3,45.1,14.346,0.297,0,28323.0,0,10.251464780771665,0.0,
SOAD05698,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.087,0.1,,1948.0,,,,,,,31.13,Low,,,0.0712,6.3,139.6,,7.087,0.1,0,,1,,0.0,
SOAD09965,Navaldia,Yes,Fish and Wildlife Pond,Earth,8.09,0.383,,1936.0,,,135.82779,Controlled,09/09/2009,1.0,,High,Not Rated,,0.0884,879.1,576.5,,8.09,0.383,0,,1,,0.0,
SOAD12737,Flumevale,Yes,Water Supply,Earth,23.749,0.163,85000.0,1940.0,,0.27974,26.6329,,07/01/2022,1.0,1.58,High,Satisfactory,01/09/2017,0.0916,31.2,943.8,35.8,23.749,0.163,0,85000.0,0,11.350418300109132,0.0,
SOAD05257,Navaldia,No,Recreation,Earth,8.737,0.417,,1948.0,,0.2501899999999999,0.0,Uncontrolled,16/03/1982,,,Low,Not Rated,18/06/2014,0.0811,619.8,21.3,3.2,8.737,0.417,0,,1,,0.0,
SOAD20434,Lyndrassia,Yes,Irrigation,Earth,6.244,0.225,,1930.0,,,13.31645,,,,0.0,Low,,,0.1169,4.8,684.0,12.9,6.244,0.225,0,,1,,0.0,
SOAD03991,Navaldia,Yes,Flood Risk Reduction,Earth,8.446,0.614,58405.0,1962.0,,0.11623,5.32658,,,,,Low,Not Rated,18/06/2014,0.1008,22.0,7.8,,8.446,0.614,0,58405.0,0,10.97517390326498,0.0,
SOAD04480,Flumevale,Yes,Irrigation,Earth,13.916,0.175,20118.0,1950.0,2001,0.17336,0.0,Uncontrolled,19/05/2021,6.0,33.97,Low,Not Rated,,0.0446,12.8,156.1,16.1,13.916,0.175,0,20118.0,0,9.909419921189237,1.0,2001.0
SOAD09335,Navaldia,Yes,Irrigation,Earth,4.528,3.167,,1972.0,,0.0,0.0,,11/02/1982,,21.85,Low,Not Rated,18/06/2014,0.0628,31.6,408.8,10.1,4.528,3.167,0,,1,,0.0,
SOAD02202,Navaldia,Yes,Water Supply,Earth,11.794,0.373,,1972.0,,0.17336,0.0,,,,,Low,Not Rated,18/06/2014,0.0802,25.7,14.2,60.2,11.794,0.373,0,,1,,0.0,
SOAD11855,Flumevale,Yes,Irrigation,Earth,5.701,0.527,40781.0,1906.0,,0.40188,956.12111,Uncontrolled,16/09/2016,6.0,26.1,Low,Fair,06/10/2022,0.0683,477.6,176.3,27.9,5.701,0.527,0,40781.0,0,10.615996086574693,0.0,
SOAD19287,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.897,0.05,,1977.0,,,,,,,6.23,Significant,,,0.1145,405.4,239.7,,7.897,0.05,0,,1,,0.0,
SOAD00599,Flumevale,Yes,Other,Earth,8.065,1.479,0.0,1982.0,,0.23443,,,20/01/2022,0.5,,Low,Satisfactory,01/09/2017,0.06,35.7,23.5,,8.065,1.479,0,,1,,0.0,
SOAD01171,Flumevale,Yes,Water Supply,Earth,17.027,0.15,74000.0,1992.0,,0.29747,5.32658,,31/08/2021,0.5,,Low,Satisfactory,01/09/2017,0.064,597.9,18.6,12.1,17.027,0.15,0,74000.0,0,11.211833885608513,0.0,
SOAD04521,Navaldia,Yes,Flood Risk Reduction,Earth,8.75,0.575,,1961.0,,0.05713,7.98987,Uncontrolled,27/06/2023,2.0,,Significant,Unsatisfactory,15/08/2023,0.1732,13.4,159.6,,8.75,0.575,0,,1,,0.0,
SOAD12857,Navaldia,Yes,Flood Risk Reduction,Earth,13.229,0.372,59261.0,1979.0,,0.06895,7.98987,Uncontrolled,15/05/2019,5.0,,Significant,Fair,03/09/2019,0.106,42.9,298.2,,13.229,0.372,0,59261.0,0,10.989723570136182,0.0,
SOAD13140,Lyndrassia,No,Flood Risk Reduction,Earth,6.84,,0.0,1956.0,,0.39991,3105.39614,,,0.0,13.23,Low,Not Rated,,0.0728,246.7,189.5,,6.84,,1,,1,,0.0,
SOAD14307,Flumevale,Yes,Water Supply,Earth,10.614,0.617,150000.0,2011.0,,0.21079,5.32658,,15/11/2022,1.0,5.84,High,Fair,08/01/2021,0.122,5.3,328.5,43.9,10.614,0.617,0,150000.0,0,11.918397239722838,0.0,
SOAD15333,Navaldia,Yes,Recreation,Earth,3.488,0.061,,1901.0,,0.56342,31.95948,,01/08/2017,5.0,,Low,Not Rated,,0.0478,607.2,21.9,7.1,3.488,0.061,0,,1,,0.0,
SOAD19649,Navaldia,Yes,Recreation,Earth,8.702,0.18,,1993.0,,0.42158,7.98987,,29/01/2021,1.0,,High,Fair,,0.106,675.2,742.6,8.8,8.702,0.18,0,,1,,0.0,
SOAD20327,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.32,,0.0,1994.0,,0.25413,,,,0.0,0.0,Low,Not Rated,,0.087,477.3,725.0,,11.32,,1,,1,,0.0,
SOAD00404,Navaldia,Yes,Other,Earth,4.198,2.267,,1957.0,,0.41961,0.0,,19/12/2016,5.0,,Significant,Not Rated,19/12/2021,0.121,183.9,229.3,,4.198,2.267,0,,1,,0.0,
SOAD00852,Lyndrassia,Yes,Recreation,Earth,15.452,0.167,81000.0,1994.0,1995,0.26201,2.66329,Uncontrolled,23/02/2021,5.0,,Low,Satisfactory,21/12/2007,0.046,198.0,14.8,8.6,15.452,0.167,0,81000.0,0,11.302216779257382,1.0,1995.0
SOAD04830,Navaldia,Yes,Flood Risk Reduction,Earth,13.36,0.292,74086.0,1970.0,,0.06107,7.98987,,,,,Low,Not Rated,18/06/2014,0.0844,24.8,18.0,,13.36,0.292,0,74086.0,0,11.212995357296537,0.0,
SOAD05281,Flumevale,Yes,Irrigation,Earth,8.096,0.123,10400.0,1909.0,1985H;1985M;1985S,0.31717,7.98987,Uncontrolled,20/10/2021,1.0,14.95,High,Fair,20/10/2021,0.0964,644.8,405.4,3.9,8.096,0.123,0,10400.0,0,9.249657234353133,3.0,1985.0
SOAD07956,Navaldia,Yes,Water Supply,Earth,6.673,0.202,,1960.0,,0.24822,0.0,,,,,Low,Not Rated,18/06/2014,0.1182,595.1,23.4,62.6,6.673,0.202,0,,1,,0.0,
SOAD10652,Navaldia,Yes,Recreation,Earth,10.603,0.303,,1964.0,1991O,0.23837,13.31645,Uncontrolled,22/09/2022,5.0,4.7,High,Satisfactory,17/02/2023,0.064,17.3,799.3,3.2,10.603,0.303,0,,1,,1.0,1991.0
SOAD00220,Navaldia,Yes,Recreation,Earth,7.451,0.317,,1972.0,,0.26989,0.0,Uncontrolled,16/06/2022,2.0,22.88,Significant,Poor,28/10/2019,0.1254,583.1,392.0,3.9,7.451,0.317,0,,1,,0.0,
SOAD01414,Flumevale,Yes,Irrigation,Earth,7.597,0.16,9880.0,1894.0,1956,0.3349,0.0,Uncontrolled,08/07/2021,6.0,15.99,Low,Unsatisfactory,21/05/2004,0.0885,660.3,417.9,6.2,7.597,0.16,0,9880.0,0,9.198369000194964,1.0,1956.0
SOAD01806,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.756,0.4,,1968.0,,0.16351,0.0,,,,,Low,Not Rated,18/06/2014,0.1226,23.1,10.1,,10.756,0.4,0,,1,,0.0,
SOAD09758,Flumevale,Yes,Water Supply,Earth,15.109,0.162,150000.0,1966.0,,0.33687,,,24/02/2022,1.0,0.66,High,Satisfactory,01/09/2017,0.0895,276.3,466.3,16.9,15.109,0.162,0,150000.0,0,11.918397239722838,0.0,
SOAD16999,Navaldia,Yes,Irrigation,Earth,6.914,0.217,22800.0,1945.0,2008H,0.36051,10.65316,Uncontrolled,15/06/2022,2.0,,High,Unsatisfactory,23/05/2022,0.1235,578.7,746.2,38.5,6.914,0.217,0,22800.0,0,10.034559673629849,1.0,2008.0
SOAD03232,Lyndrassia,No,Unknow,Earth,11.652,0.167,0.0,2013.0,,0.29353,7073.69824,Uncontrolled,,5.0,15.19,Significant,Not Rated,,0.128,390.1,271.8,,11.652,0.167,0,,1,,0.0,
SOAD04503,Lyndrassia,No,Irrigation,Earth,10.305,,0.0,1955.0,,0.26595,7097.66785,,,0.0,0.0,Low,Not Rated,,0.1192,497.2,823.0,33.0,10.305,,1,,1,,0.0,
SOAD05199,Navaldia,Yes,Flood Risk Reduction,Earth,14.304,0.436,108099.0,1986.0,,0.0453099999999999,5.32658,Uncontrolled,29/11/2018,5.0,4.89,High,Fair,03/06/2019,0.0777,31.5,118.6,,14.304,0.436,0,108099.0,0,11.590812003627299,0.0,
SOAD05370,Flumevale,Yes,Water Supply,Earth,12.166,0.178,,1955.0,2014,0.23837,77.23541,Uncontrolled,23/08/2018,6.0,15.77,Low,Satisfactory,10/10/2019,0.036,11.3,175.2,50.6,12.166,0.178,0,,1,,1.0,2014.0
SOAD14040,Lyndrassia,Yes,Irrigation,Earth,4.146,0.15,,1950.0,,,1219.78682,,,,98.15,Low,,,0.1036,20.9,215.9,44.1,4.146,0.15,0,,1,,0.0,
SOAD15108,Lyndrassia,Yes,Irrigation,Earth,6.208,0.056,,1936.0,,0.21079,,,,,45.87,Low,,,0.0969,13.2,59.0,19.3,6.208,0.056,0,,1,,0.0,
SOAD15430,Navaldia,Yes,Water Supply,Earth,6.163,0.293,,1968.0,,0.25413,0.0,,,,,Low,Not Rated,18/06/2014,0.0752,668.6,9.1,5.0,6.163,0.293,0,,1,,0.0,
SOAD16709,Navaldia,Yes,Water Supply,Earth,11.675,0.261,,1963.0,,0.21079,0.0,Uncontrolled,21/10/2010,,,Low,Not Rated,18/06/2014,0.068,15.5,11.5,47.5,11.675,0.261,0,,1,,0.0,
SOAD18528,Flumevale,Yes,Water Supply,Earth,22.513,0.088,40000.0,1954.0,,0.1851799999999999,2.66329,,03/05/2022,1.0,0.0,Significant,Satisfactory,01/09/2017,0.1056,36.3,740.0,62.7,22.513,0.088,0,40000.0,0,10.596659732783579,0.0,
SOAD19245,Navaldia,Yes,Flood Risk Reduction,Earth,8.516,0.499,,1956.0,,0.11623,5.32658,Uncontrolled,12/12/2018,5.0,4.15,High,Fair,22/08/2019,0.0699,17.0,576.4,,8.516,0.499,0,,1,,0.0,
SOAD01922,Navaldia,Yes,Water Supply,Earth,8.42,0.7,,1970.0,,0.45507,0.0,,,,,Low,Not Rated,18/06/2014,0.1191,243.6,23.0,70.0,8.42,0.7,0,,1,,0.0,
SOAD04396,Flumevale,Yes,Irrigation,Earth,7.706,0.35,0.0,1922.0,,0.32308,0.0,Uncontrolled,22/06/2022,2.0,0.0,Significant,Satisfactory,22/06/2022,0.1212,238.3,291.0,18.0,7.706,0.35,0,,1,,0.0,
SOAD12143,Navaldia,Yes,Flood Risk Reduction,Earth,13.8,0.861,,1961.0,,0.11426,7.98987,,,,,Low,Not Rated,18/06/2014,0.0712,36.9,21.4,,13.8,0.861,0,,1,,0.0,
SOAD12987,Flumevale,Yes,Other,Earth,7.935,1.494,1713000.0,1999.0,,0.2501899999999999,0.0,,24/02/2022,0.5,6.47,Low,Satisfactory,01/09/2017,0.0507,409.0,203.4,,7.935,1.494,0,1713000.0,0,14.353757361077248,0.0,
SOAD14571,Navaldia,Yes,Water Supply,Earth,5.147,0.413,,1941.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.12,42.7,9.5,59.7,5.147,0.413,0,,1,,0.0,
SOAD06757,Lyndrassia,Yes,Irrigation,Earth,17.573,0.14,,1948.0,2015,0.19306,87.88857,Uncontrolled,09/05/2019,5.0,146.52,High,Fair,31/12/2020,0.0893,34.5,61.3,40.7,17.573,0.14,0,,1,,1.0,2015.0
SOAD11147,Navaldia,Yes,Water Supply,Earth,8.545,0.127,,1912.0,2000H;2000S;2010O,0.1576,729.74146,Uncontrolled,22/07/2019,2.0,,Significant,Satisfactory,,0.133,37.1,198.0,14.4,8.545,0.127,0,,1,,3.0,2010.0
SOAD17211,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.947,0.333,70000.0,1962.0,,0.32308,0.0,Uncontrolled,28/08/2017,,,Low,Not Rated,18/06/2014,0.0869,128.6,11.6,,8.947,0.333,0,70000.0,0,11.156264806643742,0.0,
SOAD01960,Flumevale,Yes,Irrigation,Earth,7.91,0.096,5550.0,1896.0,1985H;1985M;1985S,0.34475,7.98987,Uncontrolled,20/10/2021,1.0,15.66,High,Satisfactory,20/10/2021,0.0937,300.9,156.5,30.5,7.91,0.096,0,5550.0,0,8.621733370690162,3.0,1985.0
SOAD02958,Navaldia,Yes,Recreation,Earth,3.271,0.023,,1932.0,,0.72102,5.32658,,03/07/2019,5.0,,Low,Fair,,0.0487,357.8,21.2,4.0,3.271,0.023,0,,1,,0.0,
SOAD13662,Navaldia,Yes,Flood Risk Reduction,Earth,12.658,0.233,,2001.0,,0.0,13.31645,Uncontrolled,21/07/2021,5.0,1.64,High,Fair,31/05/2022,0.0802,20.0,426.7,,12.658,0.233,0,,1,,0.0,
SOAD15230,Navaldia,Yes,Flood Risk Reduction,Earth,7.03,0.667,37600.0,1966.0,,0.07486,5.32658,Uncontrolled,15/09/2022,5.0,,Significant,Not Rated,15/06/2021,0.135,18.6,468.8,,7.03,0.667,0,37600.0,0,10.534785924769006,0.0,
SOAD18408,Flumevale,Yes,Irrigation,Earth,37.687,0.0,0.0,1900.0,,0.1753299999999999,0.0,,09/09/1985,0.0,17.92,Low,Not Rated,,0.0981,34.2,438.7,21.8,37.687,,1,,1,,0.0,
SOAD20317,Navaldia,Yes,Water Supply,Earth,7.303,,,1916.0,,,,,08/07/2015,5.0,,Low,Poor,,0.0904,8.9,8.5,63.5,7.303,,1,,1,,0.0,
SOAD06689,Navaldia,Yes,Flood Risk Reduction,Earth,15.276,0.527,110950.0,1970.0,,0.0985,10.65316,,,,,Low,Not Rated,18/06/2014,0.115,35.2,14.4,,15.276,0.527,0,110950.0,0,11.616843941389073,0.0,
SOAD17531,Navaldia,Yes,Recreation,Earth,9.38,0.617,,1973.0,,0.0,0.0,Uncontrolled,15/06/1982,,,Low,Not Rated,18/06/2014,0.0821,44.9,16.3,8.1,9.38,0.617,0,,1,,0.0,
SOAD07823,Lyndrassia,Yes,Recreation,Earth,21.959,0.127,140000.0,1970.0,,0.2364,0.0,,26/01/2022,2.0,1.59,High,Satisfactory,19/12/2007,0.0956,29.0,798.5,6.7,21.959,0.127,0,140000.0,0,11.849404844423074,0.0,
SOAD16091,Navaldia,Yes,Flood Risk Reduction,Earth,11.381,0.442,59025.0,1968.0,,0.07486,10.65316,Uncontrolled,18/01/2018,5.0,17.67,High,Not Rated,18/01/2023,0.0594,31.0,433.3,,11.381,0.442,0,59025.0,0,10.98573330378394,0.0,
SOAD20710,Flumevale,Yes,Water Supply,Earth,20.611,0.3,790.0,1968.0,,0.29156,0.0,Uncontrolled,20/10/2022,1.0,5.02,High,Fair,20/10/2022,0.098,71.5,333.5,58.8,20.611,0.3,0,790.0,0,6.673297967767654,0.0,
SOAD16516,Lyndrassia,Yes,Unknow,Earth,11.806,0.235,64000.0,1993.0,,0.37824,5.32658,Uncontrolled,,,,Low,Not Rated,19/12/2007,0.0891,621.7,5.4,,11.806,0.235,0,64000.0,0,11.06665398721974,0.0,
SOAD18100,Lyndrassia,Yes,Irrigation,Earth,12.315,0.2,,1956.0,,,50.60251,,,,0.0,Low,,,0.1275,10.2,508.6,8.1,12.315,0.2,0,,1,,0.0,
SOAD04085,Navaldia,Yes,Flood Risk Reduction,Earth,9.223,0.403,60850.0,1969.0,,0.13002,7.98987,,,,,Low,Not Rated,18/06/2014,0.0875,31.2,21.7,,9.223,0.403,0,60850.0,0,11.016183532134377,0.0,
SOAD08452,Navaldia,Yes,Recreation,Earth,5.841,0.437,,1910.0,,0.4708299999999999,10.65316,Uncontrolled,13/10/2021,2.0,3.38,Significant,Unsatisfactory,31/05/2022,0.1693,435.7,842.5,4.2,5.841,0.437,0,,1,,0.0,
SOAD13297,Navaldia,Yes,Recreation,Earth,6.756,0.222,,1967.0,,0.41764,13.31645,,01/11/2019,2.0,,Significant,Satisfactory,,0.1299,525.1,329.3,4.3,6.756,0.222,0,,1,,0.0,
SOAD20287,Navaldia,Yes,Other,Earth,4.331,0.367,,1950.0,,0.40188,0.0,,,,,Low,Not Rated,18/06/2014,0.1079,331.8,5.6,,4.331,0.367,0,,1,,0.0,
SOAD05355,Lyndrassia,Yes,Irrigation,Earth,8.884,0.183,,1952.0,,,202.41004,,,,36.03,Low,,,0.0674,5.9,232.4,37.2,8.884,0.183,0,,1,,0.0,
SOAD09275,Navaldia,Yes,Flood Risk Reduction,Earth,16.609,0.307,55000.0,1964.0,,0.1182,10.65316,,,,,Low,Not Rated,18/06/2014,0.0894,39.0,22.3,,16.609,0.307,0,55000.0,0,10.915106645867503,0.0,
SOAD19250,Flumevale,Yes,Water Supply,Earth,11.602,0.153,28000.0,1959.0,,0.39597,53.2658,,13/04/2022,0.5,,Low,Satisfactory,01/09/2017,0.0719,48.1,7.2,64.3,11.602,0.153,0,28000.0,0,10.239995502805316,0.0,
SOAD00682,Flumevale,Yes,Irrigation,Earth,6.059,0.263,11750.0,,,0.5003799999999999,945.46795,Uncontrolled,15/09/2016,6.0,28.03,Low,Fair,21/09/2018,0.0615,508.4,138.4,27.3,6.059,0.263,0,11750.0,0,9.371693622333941,0.0,
SOAD10686,Lyndrassia,Yes,Recreation,Earth,13.259,0.238,90000.0,1978.0,,0.33096,7.98987,Uncontrolled,07/04/2021,3.0,0.0,High,Satisfactory,21/12/2007,0.0919,39.7,558.2,9.3,13.259,0.238,0,90000.0,0,11.407576060361786,0.0,
SOAD11843,Navaldia,Yes,Flood Risk Reduction,Earth,15.356,0.308,67280.0,1963.0,,0.05122,7.98987,,,,,Low,Not Rated,18/06/2014,0.0903,41.8,19.2,,15.356,0.308,0,67280.0,0,11.116633157794398,0.0,
SOAD04997,Flumevale,Yes,Water Supply,Earth,19.898,0.21,70000.0,1923.0,,0.2561,7.98987,,15/09/2022,1.0,13.52,High,Fair,10/05/2012,0.1023,132.9,241.2,53.4,19.898,0.21,0,70000.0,0,11.156264806643742,0.0,
SOAD05957,Navaldia,Yes,Flood Risk Reduction,Earth,11.938,0.358,55745.0,1960.0,2017O,0.12017,5.32658,Uncontrolled,26/01/2021,5.0,,Significant,Fair,30/08/2017,0.1023,26.8,85.6,,11.938,0.358,0,55745.0,0,10.928560937869367,1.0,2017.0
SOAD12223,Navaldia,Yes,Recreation,Earth,6.314,0.16,,1985.0,,0.14381,0.0,,27/07/1990,,,Low,Not Rated,18/06/2014,0.0758,30.4,14.5,6.6,6.314,0.16,0,,1,,0.0,
SOAD12619,Lyndrassia,No,Other,Earth,9.845,,0.0,1959.0,,0.30929,9318.85171,,,0.0,0.0,Low,Not Rated,,0.0911,340.3,385.2,,9.845,,1,,1,,0.0,
SOAD19300,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.624,0.44,,1945.0,,,,,,,18.21,Low,,,0.073,11.3,229.6,,8.624,0.44,0,,1,,0.0,
SOAD01907,Navaldia,Yes,Irrigation,Earth,10.444,0.2,,1953.0,,0.21473,5.32658,Uncontrolled,07/12/2021,5.0,,Significant,Fair,27/07/2022,0.1374,24.9,316.1,29.5,10.444,0.2,0,,1,,0.0,
SOAD12949,Navaldia,Yes,Flood Risk Reduction,Earth,6.774,0.4,41204.0,1960.0,,0.15169,5.32658,Uncontrolled,12/12/2019,,,Low,Fair,30/11/2020,0.0803,18.1,21.7,,6.774,0.4,0,41204.0,0,10.626314887197484,0.0,
SOAD13368,Flumevale,Yes,Water Supply,Earth,15.571,0.322,83000.0,1962.0,,0.31914,5.32658,,31/08/2021,0.5,,Low,Satisfactory,01/09/2017,0.0696,326.9,15.4,61.5,15.571,0.322,0,83000.0,0,11.326607934898927,0.0,
SOAD15547,Lyndrassia,No,Irrigation,Earth,8.401,,0.0,,,0.32899,3965.63881,,,0.0,0.0,High,Not Rated,,0.1304,272.1,685.8,5.2,8.401,,1,,1,,0.0,
SOAD20116,Lyndrassia,No,Irrigation,Earth,8.602,,0.0,1977.0,,0.31323,3323.78592,,,0.0,0.0,Low,Not Rated,,0.121,415.5,662.0,8.8,8.602,,1,,1,,0.0,
SOAD01118,Navaldia,Yes,Irrigation,Earth,12.143,0.217,,1973.0,,0.0,0.0,Uncontrolled,12/11/1985,,64.26,Low,Not Rated,07/01/2019,0.0983,15.0,152.9,13.4,12.143,0.217,0,,1,,0.0,
SOAD02511,Flumevale,Yes,Flood Risk Reduction,Earth,14.294,0.796,,1959.0,,0.26398,29.29619,,15/10/2020,3.0,5.04,Low,Not Rated,,0.0868,707.6,214.0,,14.294,0.796,0,,1,,0.0,
SOAD02815,Navaldia,Yes,Recreation,Earth,7.772,0.041,3620.0,1976.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0983,26.3,12.0,8.8,7.772,0.041,0,3620.0,0,8.19450550976564,0.0,
SOAD05232,Lyndrassia,No,Other,Earth,10.258,,0.0,1953.0,,0.28565,3568.8086,,,0.0,0.0,Low,Not Rated,,0.1015,158.1,366.5,,10.258,,1,,1,,0.0,
SOAD07147,Navaldia,Yes,Irrigation,Earth,4.223,0.1,,1962.0,,0.29944,0.0,,,,,Low,Not Rated,18/06/2014,0.0841,353.8,22.3,45.1,4.223,0.1,0,,1,,0.0,
SOAD11387,Navaldia,Yes,Water Supply,Earth,7.561,0.667,,1974.0,,0.20685,0.0,,,,,Low,Not Rated,18/06/2014,0.0787,5.7,15.8,28.6,7.561,0.667,0,,1,,0.0,
SOAD17366,Navaldia,Yes,Irrigation,Earth,4.061,0.167,,1940.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0878,33.9,22.2,44.1,4.061,0.167,0,,1,,0.0,
SOAD03870,Navaldia,Yes,Recreation,Earth,5.243,0.182,,1906.0,,0.4905299999999999,34.62277,,27/10/2020,1.0,,High,Fair,,0.1152,402.8,899.8,6.5,5.243,0.182,0,,1,,0.0,
SOAD08876,Flumevale,Yes,Irrigation,Earth,6.431,0.6,1100.0,1920.0,,0.30535,0.0,,22/04/2021,6.0,4.81,Low,Fair,30/06/2020,0.0659,141.1,891.9,23.1,6.431,0.6,0,1100.0,0,7.00397413672268,0.0,
SOAD10186,Navaldia,Yes,Water Supply,Earth,13.634,0.243,,1955.0,1988S;2010S,0.20882,5.32658,Uncontrolled,20/06/2022,5.0,,High,Fair,31/07/2023,0.1107,39.9,582.8,60.4,13.634,0.243,0,,1,,2.0,2010.0
SOAD16257,Flumevale,Yes,Irrigation,Earth,12.227,0.085,12335.0,1952.0,,0.20488,7.98987,Uncontrolled,31/07/2017,6.0,31.04,Low,Satisfactory,13/10/2006,0.0476,20.6,184.6,26.5,12.227,0.085,0,12335.0,0,9.42027709580311,0.0,
SOAD00726,Navaldia,Yes,Unknow,Earth,10.108,0.333,,1956.0,,0.25216,0.0,,08/11/1977,,,Low,Not Rated,18/06/2014,0.1157,227.1,16.4,,10.108,0.333,0,,1,,0.0,
SOAD03348,Navaldia,Yes,Irrigation,Earth,2.82,3.689,,1953.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0687,40.3,18.8,22.2,2.82,3.689,0,,1,,0.0,
SOAD05045,Flumevale,Yes,Water Supply,Earth,20.539,0.693,195000.0,1995.0,,0.197,0.0,Uncontrolled,03/05/2022,1.0,4.91,High,Satisfactory,03/05/2022,0.0708,43.3,691.9,5.8,20.539,0.693,0,195000.0,0,12.180759965737863,0.0,
SOAD05480,Navaldia,Yes,Irrigation,Earth,4.921,0.0,,1950.0,,0.2364,0.0,,,,,Low,Not Rated,18/06/2014,0.0979,31.8,12.6,1.6,4.921,,1,,1,,0.0,
SOAD09663,Navaldia,Yes,Flood Risk Reduction,Earth,9.496,0.583,65920.0,1969.0,,0.10244,7.98987,Uncontrolled,27/06/2023,5.0,,Significant,Not Rated,19/04/2023,0.1367,36.6,401.8,,9.496,0.583,0,65920.0,0,11.096212334371204,0.0,
SOAD13937,Lyndrassia,Yes,Irrigation,Earth,4.303,0.167,,1960.0,,,,,,,41.8,Low,,,0.1112,20.7,199.4,30.3,4.303,0.167,0,,1,,0.0,
SOAD04959,Flumevale,Yes,Irrigation,Earth,13.23,0.237,50431.0,1970.0,,0.16745,15.97974,Uncontrolled,24/03/2022,1.0,0.0,High,Satisfactory,24/03/2022,0.1075,7.1,276.9,4.4,13.23,0.237,0,50431.0,0,10.82838117321755,0.0,
SOAD08020,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.239,0.257,,1984.0,,0.12214,7.98987,,,,,Low,Not Rated,18/06/2014,0.083,38.1,8.3,,11.239,0.257,0,,1,,0.0,
SOAD11502,Navaldia,Yes,Irrigation,Earth,10.895,0.846,,1967.0,,0.51417,0.0,,28/03/1994,,,Low,Not Rated,18/06/2014,0.0948,448.3,18.5,35.4,10.895,0.846,0,,1,,0.0,
SOAD02883,Navaldia,Yes,Water Supply,Earth,16.915,0.933,,1900.0,,0.1832099999999999,,,11/08/2020,1.0,,High,Fair,,0.1023,7.8,739.6,46.3,16.915,0.933,0,,1,,0.0,
SOAD04829,Navaldia,Yes,Flood Risk Reduction,Earth,16.123,0.26,60334.0,1957.0,,0.06895,7.98987,,,,,Low,Not Rated,18/06/2014,0.1252,26.6,15.4,,16.123,0.26,0,60334.0,0,11.007667645507702,0.0,
SOAD12168,Navaldia,Yes,Recreation,Earth,12.514,0.287,,1970.0,,0.0,0.0,Uncontrolled,27/07/2022,2.0,20.24,Significant,Unsatisfactory,23/05/2022,0.1721,8.3,382.5,5.9,12.514,0.287,0,,1,,0.0,
SOAD16002,Flumevale,Yes,Flood Risk Reduction,Earth,23.985,0.5,196931.0,1928.0,,2.92939,23.96961,,16/11/2021,1.0,0.47,High,Satisfactory,01/09/2017,0.1077,828.0,829.5,,23.985,0.5,0,196931.0,0,12.190613770467628,0.0,
SOAD03374,Flumevale,Yes,Water Supply,Earth,7.28,0.217,7167.0,1949.0,,0.46492,7.98987,,26/08/2020,6.0,24.3,Low,Fair,23/08/2018,0.0521,401.8,186.6,52.2,7.28,0.217,0,7167.0,0,8.877381954654766,0.0,
SOAD09631,Flumevale,Yes,Irrigation,Earth,6.457,1.652,,2018.0,,0.33884,0.0,Uncontrolled,22/06/2022,1.0,,High,Satisfactory,22/06/2022,0.0902,683.4,742.0,47.4,6.457,1.652,0,,1,,0.0,
SOAD12526,Navaldia,Yes,Flood Risk Reduction,Earth,9.067,0.277,33082.0,1961.0,,0.10047,15.97974,Uncontrolled,11/07/2019,5.0,,Significant,Fair,20/09/2019,0.1254,12.6,399.5,,9.067,0.277,0,33082.0,0,10.406774834263818,0.0,
SOAD13233,Navaldia,Yes,Flood Risk Reduction,Earth,10.89,0.36,37650.0,1970.0,2004O,0.10441,7.98987,,,,,Low,Not Rated,18/06/2014,0.083,30.8,21.4,,10.89,0.36,0,37650.0,0,10.536114793300285,1.0,2004.0
SOAD18894,Lyndrassia,No,Other,Earth,8.418,,0.0,1962.0,,0.34672,1400.89054,,,0.0,0.0,Low,Not Rated,,0.075,170.2,342.2,,8.418,,1,,1,,0.0,
