ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD20143,Flumevale,Yes,Water Supply,Earth,7.181,11.0,695700.0,1890.0,,191.80904999999998,2665.95329,,18/05/2022,1.0,,Significant,Satisfactory,01/09/2017,0.128,805.8,133.5,16.7
SOAD20760,Navaldia,No,Other,Earth,15.805,2.233,352800.0,1951.0,,123.36534,53761.17194,Uncontrolled,25/05/2021,5.0,,High,Not Available,,0.1116,664.4,526.4,
SOAD08893,Navaldia,Yes,Flood Risk Reduction,Earth,16.859,0.583,452100.0,1940.0,1986O;1989O,31.80171,3544.8389899999997,Uncontrolled,19/12/2018,5.0,9.99,High,Satisfactory,27/08/2019,0.0879,811.7,162.4,
SOAD04317,Flumevale,No,Flood Risk Reduction,Earth,53.147,1.135,4900000.0,1961.0,,20.02702,2748.51528,Uncontrolled,07/09/2023,5.0,,High,Not Available,,0.0903,484.9,884.7,
SOAD11698,Navaldia,No,Flood Risk Reduction,Earth,58.752,2.217,4653580.0,1980.0,,10.47449,1827.01694,Uncontrolled,22/02/2020,5.0,,High,Not Available,,0.0782,546.7,813.6,
SOAD08812,Navaldia,Yes,Irrigation,Earth,41.597,1.896,,1951.0,1997H,55.102869999999996,287.63532,Controlled,12/11/2020,5.0,6.48,High,Satisfactory,29/09/2017,0.0897,872.7,171.0,47.4
SOAD13857,Lyndrassia,No,Irrigation,Earth,38.966,0.69,2105000.0,1938.0,,78.02382,20030.60409,Uncontrolled,18/08/2020,1.0,25.42,High,Not Available,,0.1163,784.9,368.7,13.6
SOAD20166,Flumevale,No,Flood Risk Reduction,Earth,89.943,0.792,0.0,1962.0,,16.59331,4136.08937,Uncontrolled,06/09/2023,5.0,,High,Not Available,,0.0862,650.7,815.0,
SOAD02193,Flumevale,Yes,Other,Roller-Compacted Concrete,116.006,0.475,911800.0,1943.0,,14.36524,522.00484,,01/12/2021,1.0,1.29,High,Satisfactory,01/09/2017,0.0764,715.8,952.0,
SOAD03166,Navaldia,Yes,Irrigation,Earth,30.731,0.733,,1969.0,,11.15611,108792.73320999999,Controlled,05/08/2020,5.0,13.29,High,Satisfactory,31/03/2022,0.0554,908.7,244.8,47.0
SOAD07871,Navaldia,Yes,Other,Earth,15.993,21.835,,1981.0,,56.45035,74.57212,Controlled,27/09/2011,5.0,,High,Not Rated,27/09/2016,0.0702,778.2,889.5,
SOAD01426,Lyndrassia,No,Flood Risk Reduction,Earth,35.419,1.333,4090851.0,1979.0,,61.792989999999996,1499.43227,Uncontrolled,24/04/2024,5.0,,High,Not Available,,0.1163,666.9,689.9,
SOAD16309,Navaldia,No,Hydroelectric,Earth,13.963,0.467,,1926.0,,45.875389999999996,1675.20941,,15/06/2022,1.0,8.11,High,Satisfactory,11/04/2023,0.0938,534.4,438.0,93.9
SOAD15963,Flumevale,No,Hydroelectric,Earth,13.411,0.333,0.0,1963.0,,0.0,0.0,,09/03/2020,1.0,15.17,High,Not Available,,0.0782,17.4,130.4,84.5
SOAD13610,Lyndrassia,Yes,Flood Risk Reduction,Earth,24.071,0.817,900000.0,1966.0,1991,29.44165,1022.70336,Uncontrolled,10/01/2023,2.0,0.0,High,Satisfactory,19/12/2007,0.0964,943.6,245.9,
SOAD07045,Navaldia,No,Hydroelectric,Concrete,23.122,0.425,,1926.0,,45.74537,1683.19928,Controlled,29/06/2021,1.0,8.13,High,Satisfactory,11/04/2023,0.084,685.6,419.7,73.7
SOAD16875,Flumevale,Yes,Other,Earth,109.831,0.877,7000000.0,1956.0,,13.271889999999999,860.24267,,01/06/2023,1.0,129.98,High,Fair,15/03/2022,0.1005,702.0,204.0,
SOAD09528,Flumevale,No,Irrigation,Earth,15.078,0.517,121000.0,1959.0,,23.03718,271.65558,Uncontrolled,27/07/2020,1.0,1.61,Low,Not Available,,0.0985,714.8,357.6,33.5
SOAD00476,Navaldia,Yes,Water Supply,Earth,50.156,1.15,,1991.0,,20.21614,4524.92971,Uncontrolled,05/03/2019,5.0,,High,Fair,03/06/2019,0.0713,898.7,761.6,61.2
SOAD07730,Flumevale,Yes,Hydroelectric,Earth,152.091,0.663,10000000.0,1962.0,,23.65379,583.26051,Controlled,30/08/2023,1.0,53.5,High,Satisfactory,29/09/2023,0.0969,765.0,120.7,63.6
SOAD18429,Flumevale,No,Hydroelectric,Earth,101.631,0.75,4535000.0,1963.0,,30.01098,1507.42214,Uncontrolled,09/03/2020,1.0,14.58,High,Not Available,,0.0905,807.9,99.3,77.2
SOAD04612,Navaldia,Yes,Irrigation,Buttress,23.713,4.032,,1954.0,1988S,100.67488,19516.58912,Uncontrolled,11/07/2023,5.0,4.6,High,Not Rated,10/09/2017,0.1045,662.7,117.8,38.5
SOAD07817,Flumevale,No,Hydroelectric,Earth,33.653,0.25,18975.0,1963.0,,0.0,0.0,,09/03/2020,1.0,14.05,High,Not Available,,0.1304,6.0,116.1,84.5
SOAD13310,Flumevale,No,Irrigation,Earth,90.933,0.504,4517000.0,1970.0,,33.056599999999996,948.1312399999999,Uncontrolled,28/07/2020,1.0,23.04,High,Not Available,,0.0925,921.0,322.1,10.2
SOAD00450,Flumevale,No,Irrigation,Earth,115.95,0.667,9310000.0,1959.0,2001E;2001F;2001S,22.09158,295.62519,Uncontrolled,27/07/2020,1.0,1.58,High,Not Available,,0.1182,929.7,335.1,45.3
SOAD17365,Flumevale,No,Flood Risk Reduction,Earth,17.864,0.76,0.0,1941.0,,0.00788,16509.73471,Uncontrolled,03/06/2021,5.0,,High,Not Available,,0.0894,45.5,545.6,
SOAD19543,Flumevale,No,Flood Risk Reduction,Earth,32.676,0.483,388000.0,1970.0,,30.97431,977.42743,,28/07/2020,1.0,22.78,High,Not Available,,0.0851,927.1,454.5,
SOAD19500,Navaldia,No,Flood Risk Reduction,Earth,64.701,0.537,3171600.0,1944.0,,24.03597,3171.9783899999998,Uncontrolled,03/11/2020,5.0,,High,Not Available,,0.0873,865.8,534.9,
SOAD13482,Navaldia,Yes,,,0.0,,,,,,,,,,,High,Not Rated,19/05/2022,0.128,803.5,798.5,
SOAD17996,Flumevale,No,Flood Risk Reduction,Earth,36.943,0.76,0.0,1941.0,,0.00788,16957.16743,Uncontrolled,03/06/2021,5.0,,High,Not Available,,0.0678,41.0,903.5,
SOAD13314,Flumevale,No,Flood Risk Reduction,Earth,10.226,0.76,0.0,1941.0,,0.00788,16581.64354,Uncontrolled,03/06/2021,5.0,,High,Not Available,,0.0592,30.6,555.1,
SOAD06624,Flumevale,Yes,Water Supply,Earth,111.647,1.542,,1963.0,,26.75851,2527.46221,Uncontrolled,29/09/2022,1.0,1.66,High,Satisfactory,11/04/2023,0.1073,541.1,279.8,68.1
SOAD06442,Flumevale,Yes,Water Supply,Earth,106.27,1.967,13925556.0,1963.0,1986H;1986M;2002H;2002M,27.63122,2396.961,Uncontrolled,27/07/2022,1.0,0.0,High,Satisfactory,27/07/2022,0.0902,663.6,588.1,29.3
SOAD19615,Flumevale,Yes,Water Supply,Earth,123.119,1.733,44000000.0,1973.0,,18.61256,1097.27548,,27/10/2022,1.0,1.58,High,Poor,27/08/2021,0.1178,940.3,531.9,9.0
SOAD02349,Navaldia,No,Flood Risk Reduction,Earth,30.964,2.523,2315000.0,1963.0,,41.30696,2237.1636,Controlled,25/05/2022,5.0,,High,Not Available,,0.108,644.5,725.5,
SOAD17446,Lyndrassia,No,Hydroelectric,Gravity,42.206,0.455,,1918.0,,38.99221,128485.09947,Controlled,02/08/2021,1.0,12.71,High,Satisfactory,11/04/2023,0.0862,890.9,307.1,86.6
SOAD05773,Navaldia,No,Flood Risk Reduction,Earth,29.167,5.133,3549100.0,1965.0,,29.2939,1310.33868,Uncontrolled,28/03/2021,5.0,,High,Not Available,,0.0861,521.4,930.1,
SOAD05062,Navaldia,Yes,Water Supply,Earth,24.617,2.353,428095.0,1978.0,,77.14717,1693.85244,,30/05/2018,5.0,,High,Not Rated,30/05/2023,0.1027,636.4,502.7,26.0
SOAD19717,Navaldia,Yes,Irrigation,Gravity,57.436,0.517,,1913.0,2012S,45.8025,4418.39811,Uncontrolled,19/12/2012,5.0,19.69,High,Not Rated,19/12/2017,0.0791,644.4,385.6,4.1
SOAD06830,Lyndrassia,No,Flood Risk Reduction,Earth,53.349,0.983,1970000.0,1963.0,1985,56.5587,16158.18043,Uncontrolled,07/05/2020,1.0,31.25,High,Not Available,,0.1414,501.6,92.1,
SOAD07020,Navaldia,Yes,Water Supply,Earth,33.683,14.117,5700000.0,1981.0,,82.25341,9832.86668,Controlled,16/11/2022,,,High,Not Rated,08/03/2016,0.0869,533.8,655.2,64.3
SOAD13317,Flumevale,Yes,Flood Risk Reduction,Earth,50.385,4.379,17255100.0,1973.0,,9.85985,22598.01565,Uncontrolled,09/06/2023,5.0,12.28,High,Not Available,,0.0848,569.1,129.5,
SOAD15321,Navaldia,Yes,Irrigation,Earth,50.703,1.383,20155167.0,1994.0,2012O,24.05173,2831.0772699999998,Uncontrolled,12/10/2016,5.0,,High,Not Rated,12/10/2021,0.0469,876.6,689.5,47.6
SOAD12033,Flumevale,Yes,Water Supply,Gravity,108.909,0.3,662605.0,1923.0,,16.41995,3369.06185,,12/05/2022,1.0,100.63,High,Satisfactory,01/09/2017,0.096,507.2,201.1,28.2
SOAD17448,Navaldia,No,Flood Risk Reduction,Gravity,52.3,0.422,352000.0,1952.0,,6.58768,9870.15274,Controlled,06/05/2022,5.0,,High,Not Available,,0.1061,619.5,524.1,
SOAD06180,Flumevale,No,Flood Risk Reduction,Earth,52.341,0.99,0.0,1963.0,,36.43121,5081.55732,Uncontrolled,16/01/2024,5.0,14.83,High,Not Available,,0.0893,481.8,200.6,
SOAD11230,Flumevale,Yes,Flood Risk Reduction,Earth,70.668,0.478,4200000.0,1965.0,,49.7622,2476.8597,,25/05/2023,1.0,10.22,High,Fair,12/04/2019,0.0943,808.8,237.8,
SOAD04030,Flumevale,Yes,Irrigation,Concrete,15.024,0.067,6700.0,1914.0,,355.29935,3923.02617,Controlled,13/09/2022,3.0,25.55,Low,Satisfactory,29/09/2023,0.08,772.9,135.0,35.8
SOAD09329,Navaldia,No,Flood Risk Reduction,Gravity,24.578,0.24,65800.0,1965.0,,29.93021,4458.34746,Uncontrolled,27/10/2022,5.0,1.63,High,Not Available,,0.068,784.6,749.9,
SOAD04583,Flumevale,Yes,Flood Risk Reduction,Earth,56.11,3.067,8853000.0,1951.0,1994H;1994O;1994S,74.57632,13082.08048,Controlled,28/05/2020,1.0,1.63,High,Not Available,,0.1223,655.6,771.0,
SOAD15671,Flumevale,No,Flood Risk Reduction,Rockfill,75.882,0.653,0.0,1963.0,,35.33195,2655.30013,Controlled,09/08/2016,5.0,6.68,High,Not Available,,0.1206,576.3,414.4,
SOAD12659,Flumevale,Yes,Irrigation,Earth,79.682,0.322,1825000.0,1975.0,,30.94476,876.22241,Controlled,29/08/2023,1.0,6.18,High,Fair,29/09/2023,0.1079,820.6,318.2,4.0
SOAD02218,Flumevale,Yes,Fish and Wildlife Pond,Earth,22.464,0.669,189000.0,1984.0,,42.19346,,,23/09/2020,1.0,80.9,High,Not Available,,0.1148,863.9,144.5,
SOAD01620,Lyndrassia,No,Hydroelectric,Gravity,92.416,1.947,,1960.0,,63.91862,158228.72219,Controlled,26/07/2022,1.0,4.89,High,Fair,11/04/2023,0.1033,543.1,320.8,80.4
SOAD13269,Flumevale,Yes,Fish and Wildlife Pond,Rockfill,104.613,0.433,5030000.0,1983.0,,41.16512,5949.78986,Controlled,23/09/2020,1.0,83.36,High,Not Available,,0.1249,709.2,172.7,
SOAD06881,Navaldia,No,Flood Risk Reduction,Earth,47.035,3.043,5275000.0,1951.0,,32.13464,3052.1303399999997,Uncontrolled,05/06/2020,5.0,,High,Not Available,,0.1098,595.6,689.0,
SOAD14753,Flumevale,Yes,Water Supply,Earth,12.813,0.167,,,,61.82648,,,12/09/2023,1.0,13.02,High,Satisfactory,29/09/2023,0.0926,557.2,465.8,12.0
SOAD15250,Flumevale,Yes,Water Supply,Rockfill,62.184,0.833,,1964.0,,62.813449999999996,4647.441049999999,Uncontrolled,12/09/2023,1.0,12.53,High,Satisfactory,29/09/2023,0.0872,827.2,464.8,8.5
SOAD20654,Flumevale,No,Flood Risk Reduction,Earth,81.805,0.601,5833000.0,1958.0,,78.77833,8495.8951,Uncontrolled,24/08/2020,1.0,23.65,High,Not Available,,0.0813,733.6,440.8,
SOAD00313,Lyndrassia,No,Flood Risk Reduction,Earth,53.457,1.408,7500000.0,1942.0,,13.08277,6311.9973,Uncontrolled,24/04/2023,5.0,,High,Not Available,,0.0825,580.1,648.7,
SOAD10014,Flumevale,Yes,Water Supply,Earth,17.167,0.4,,,,61.8777,,,12/09/2023,1.0,12.68,High,Satisfactory,29/09/2023,0.1045,624.9,235.8,44.1
SOAD20448,Flumevale,Yes,Water Supply,Earth,30.316,2.0,,,,61.47976,,,12/09/2023,1.0,13.21,High,Satisfactory,29/09/2023,0.113,938.1,420.8,58.3
SOAD01101,Flumevale,Yes,Water Supply,Earth,32.962,2.433,,,,64.24564,,,12/09/2023,1.0,13.5,High,Satisfactory,29/09/2023,0.0875,881.8,373.6,35.0
SOAD13071,Flumevale,Yes,Water Supply,Earth,16.77,1.5,,,,64.05651999999999,,,12/09/2023,1.0,13.07,High,Satisfactory,29/09/2023,0.0868,896.7,364.2,39.8
SOAD03187,Navaldia,No,Flood Risk Reduction,Earth,36.405,3.933,7370000.0,1983.0,,27.830189999999998,1885.60932,Uncontrolled,16/04/2021,5.0,,High,Not Available,,0.1105,696.4,610.4,
SOAD13868,Flumevale,No,Flood Risk Reduction,Earth,126.218,1.0,0.0,1983.0,,21.161739999999998,929.48821,Uncontrolled,27/09/2021,5.0,18.36,High,Not Available,,0.1164,774.5,413.4,
SOAD17510,Flumevale,Yes,Water Supply,Earth,17.402,0.4,,,,63.98757,,,12/09/2023,1.0,12.76,High,Satisfactory,29/09/2023,0.0973,656.7,316.5,22.8
SOAD20265,Navaldia,No,Flood Risk Reduction,Earth,33.803,2.36,5580000.0,1967.0,,48.9151,1270.38933,Uncontrolled,12/01/2022,5.0,,High,Not Available,,0.0765,514.1,690.1,
SOAD09793,Navaldia,Yes,Water Supply,Earth,38.259,3.067,,1952.0,2007O,64.08606999999999,7534.44741,Uncontrolled,18/09/2018,5.0,80.14,High,Fair,03/04/2019,0.0849,668.3,212.8,53.9
SOAD11841,Navaldia,Yes,Flood Risk Reduction,Earth,16.772,0.8,,1933.0,2010S,123.85784,1145.2147,,09/09/2020,1.0,,High,Fair,,0.0881,760.3,665.0,
SOAD12531,Flumevale,Yes,Flood Risk Reduction,Buttress,86.891,3.41,13000000.0,1975.0,2000F;2000S,46.70476,34175.33728,,21/07/2020,1.0,4.79,High,Not Available,,0.1022,613.9,656.8,
SOAD08111,Flumevale,Yes,Hydroelectric,Earth,88.531,0.543,3450000.0,1956.0,,46.52943,2290.4294,Controlled,18/10/2022,1.0,25.52,High,Poor,29/09/2023,0.1317,881.4,273.2,60.6
SOAD15810,Lyndrassia,No,Hydroelectric,Earth,41.949,0.24,,1915.0,,109.72703,6466.4681199999995,Controlled,25/08/2021,1.0,85.97,High,Satisfactory,11/04/2023,0.0718,549.1,160.8,50.1
SOAD03045,Flumevale,Yes,Hydroelectric,Earth,33.994,0.723,0.0,1950.0,,61.50931,,Controlled,18/09/2019,1.0,13.16,High,Not Available,,0.1127,652.1,110.9,75.5
SOAD10690,Navaldia,Yes,Irrigation,Earth,38.792,3.107,1850000.0,1936.0,2015H,60.5775,20701.75317,Uncontrolled,01/10/2015,5.0,84.73,High,Not Rated,01/10/2020,0.0991,536.6,135.7,7.0
SOAD07077,Flumevale,Yes,Hydroelectric,Earth,24.709,0.377,0.0,1950.0,,58.24502,,Controlled,18/09/2019,1.0,13.16,High,Not Available,,0.0722,670.1,307.7,81.9
SOAD04179,Flumevale,Yes,Hydroelectric,Earth,21.104,0.605,0.0,1950.0,,59.09212,,Controlled,18/09/2019,1.0,13.42,High,Not Available,,0.1196,495.9,283.4,73.1
SOAD00367,Flumevale,No,Flood Risk Reduction,Earth,4.473,0.117,2135000.0,1941.0,,39.84325,12160.58214,,01/09/2020,1.0,18.7,High,Not Available,,0.0995,607.0,418.8,
SOAD20151,Flumevale,Yes,Hydroelectric,Earth,5.29,0.123,0.0,1950.0,,60.66418,,Controlled,18/09/2019,1.0,12.97,High,Not Available,,0.1194,668.1,214.1,90.8
SOAD09080,Flumevale,No,Flood Risk Reduction,Earth,8.081,0.091,2135000.0,1942.0,,42.272259999999996,11321.64579,,01/09/2020,1.0,18.39,High,Not Available,,0.0947,705.1,432.7,
SOAD11077,Navaldia,Yes,Water Supply,Earth,28.65,1.993,1045432.0,1958.0,2001S,365.27543,124772.47321,Controlled,01/03/2017,5.0,34.98,High,Not Rated,01/03/2022,0.112,736.3,124.7,65.4
SOAD18469,Flumevale,Yes,Hydroelectric,Earth,100.053,0.293,2974000.0,1949.0,,60.68191,1414.20699,Controlled,18/09/2019,1.0,12.98,High,Not Available,,0.1278,608.2,360.4,77.5
SOAD10002,Flumevale,No,Flood Risk Reduction,Concrete,110.795,1.163,2135000.0,1942.0,,40.51699,11548.02544,Uncontrolled,01/09/2020,1.0,18.73,High,Not Available,,0.1238,726.5,128.5,
SOAD07102,Navaldia,No,Flood Risk Reduction,Earth,29.146,4.34,3060000.0,1964.0,,37.61912,8914.03163,Controlled,17/01/2020,5.0,,High,Not Available,,0.0806,719.8,572.5,
SOAD15000,Flumevale,No,Irrigation,Gravity,17.196,0.188,18000.0,1910.0,2002S,196.88574,5475.72424,Controlled,15/07/2020,1.0,50.3,High,Not Available,,0.0806,627.8,192.9,23.6
SOAD04690,Navaldia,Yes,Irrigation,Earth,22.248,3.798,,1978.0,,109.14193999999999,4879.14728,,06/08/2020,5.0,,High,Satisfactory,29/04/2022,0.0502,873.0,482.9,25.2
SOAD00097,Flumevale,No,Irrigation,Rockfill,4.432,0.533,63400.0,1910.0,,201.3143,5137.4864099999995,Uncontrolled,15/07/2020,1.0,48.03,Low,Not Available,,0.1282,737.2,232.5,47.0
SOAD18493,Flumevale,Yes,Flood Risk Reduction,Gravity,8.384,4.333,0.0,1943.0,,101.40378,0.0,Controlled,09/05/2024,5.0,30.89,High,Not Available,,0.0895,635.5,84.1,
SOAD02909,Navaldia,Yes,Water Supply,Earth,24.483,4.167,5700000.0,1969.0,1996S,199.20049,7590.376499999999,Controlled,08/09/2021,5.0,16.43,High,Satisfactory,16/05/2022,0.0506,928.9,439.3,9.2
SOAD14266,Flumevale,Yes,Flood Risk Reduction,Gravity,43.021,0.341,12300000.0,1943.0,,98.60638,129550.41546999999,Controlled,01/09/2019,5.0,32.41,High,Not Available,,0.1247,880.1,146.1,
SOAD16591,Navaldia,No,Water Supply,Earth,40.768,5.08,15687500.0,1979.0,,37.97372,3281.17328,Uncontrolled,18/05/2022,5.0,,High,Not Available,,0.1044,945.7,746.3,49.4
SOAD07727,Lyndrassia,No,Flood Risk Reduction,Rockfill,56.766,1.543,6150000.0,1961.0,,68.04774,4277.24374,Uncontrolled,28/05/2022,5.0,,High,Not Available,,0.0637,807.2,517.1,
SOAD08398,Navaldia,No,Flood Risk Reduction,Earth,36.039,7.393,12700000.0,1986.0,,64.25155,1637.92335,Uncontrolled,10/04/2023,5.0,,High,Not Available,,0.0834,657.4,651.2,
SOAD15278,Navaldia,Yes,Irrigation,Earth,30.344,2.633,,1932.0,1962O;1971H;2014F,78.35675,14459.001409999999,,25/09/2019,5.0,1.67,High,Satisfactory,29/05/2020,0.0702,611.0,229.5,17.1
SOAD19456,Navaldia,Yes,Water Supply,Earth,21.911,5.3,,1966.0,,117.18151,5965.7696,Uncontrolled,04/05/2021,5.0,15.41,High,Fair,23/08/2021,0.0971,793.4,296.1,38.3
SOAD12609,Navaldia,Yes,Irrigation,Earth,29.633,3.933,,1973.0,2001H;2001S;2006O;2009O,165.01507999999998,3230.57077,Controlled,01/10/2020,5.0,14.42,High,Satisfactory,31/03/2021,0.0725,944.8,305.5,11.1
SOAD13841,Flumevale,No,Irrigation,Buttress,6.527,0.036,400.0,1913.0,1990E;1990S,992.5766199999999,919056.10307,,04/08/2020,1.0,26.92,High,Not Available,,0.1399,775.9,366.2,8.4
SOAD19970,Navaldia,Yes,,Earth,32.6,3.733,,2023.0,,142.47630999999998,2380.98126,Uncontrolled,29/09/2022,1.0,,High,Satisfactory,30/11/2022,0.0814,897.5,895.9,
SOAD00668,Navaldia,No,Flood Risk Reduction,Earth,46.852,13.628,11516600.0,1952.0,,43.349849999999996,10780.99792,Uncontrolled,13/12/2023,5.0,,High,Not Available,,0.067,634.0,700.3,
SOAD03310,Navaldia,No,Flood Risk Reduction,Earth,32.099,9.357,9500000.0,1991.0,,156.33723,3443.63397,Uncontrolled,20/03/2024,5.0,,High,Not Available,,0.0772,671.1,588.3,
SOAD09678,Navaldia,No,Flood Risk Reduction,Earth,47.591,4.117,7070000.0,1952.0,,62.13183,4905.78018,Uncontrolled,13/06/2024,5.0,,High,Not Available,,0.0993,909.3,636.1,
SOAD20676,Flumevale,Yes,Water Supply,Earth,100.54,2.767,110551373.0,2000.0,,41.7246,,,23/02/2022,1.0,7.22,High,Satisfactory,01/09/2017,0.093,838.0,418.6,21.0
SOAD11839,Navaldia,Yes,Water Supply,Earth,39.802,5.05,,1962.0,1994S,127.2817,8093.73831,,24/03/2016,5.0,7.92,High,Not Rated,24/03/2021,0.1037,945.1,151.1,9.5
SOAD16335,Navaldia,No,Flood Risk Reduction,Earth,5.488,0.059,0.0,1973.0,,67.88817,7150.93365,Uncontrolled,19/05/2017,5.0,,High,Not Available,,0.0885,846.5,776.2,
SOAD17603,Navaldia,No,Flood Risk Reduction,Rockfill,79.732,0.567,5900000.0,1973.0,,68.58555,7241.4855099999995,Uncontrolled,10/08/2023,5.0,,High,Not Available,,0.1005,690.9,483.2,
SOAD18077,Navaldia,Yes,Water Supply,Earth,47.493,0.68,,1931.0,1971S,105.74566,8154.99398,,23/07/2020,5.0,6.5,High,Satisfactory,23/12/2020,0.0701,730.3,189.1,23.3
SOAD04902,Flumevale,Yes,Flood Risk Reduction,Earth,142.099,0.262,3080000.0,1965.0,,75.02745,24859.14886,Controlled,08/07/2020,1.0,117.25,High,Not Available,,0.1357,906.5,160.5,
SOAD15733,Navaldia,No,Flood Risk Reduction,Earth,28.724,6.498,5990655.0,1952.0,,177.39061999999998,5827.27852,Controlled,16/02/2022,5.0,,High,Not Available,,0.0334,740.1,694.7,
SOAD18172,Navaldia,Yes,Water Supply,Earth,41.319,0.527,,1933.0,,63.22912,11169.83826,Uncontrolled,09/11/2022,5.0,15.75,High,Satisfactory,17/02/2023,0.0676,598.8,283.7,50.9
SOAD16765,Navaldia,No,Flood Risk Reduction,Earth,51.956,5.8,16209000.0,1965.0,,61.37929,12277.7669,Controlled,10/07/2023,5.0,,High,Not Available,,0.0975,684.8,792.1,
SOAD09259,Navaldia,No,Flood Risk Reduction,Earth,69.407,3.24,11804000.0,1968.0,,54.18485,9191.013789999999,Uncontrolled,13/05/2021,5.0,,High,Not Available,,0.0618,723.3,588.9,
SOAD15576,Flumevale,Yes,Hydroelectric,Concrete,224.753,0.774,2717000.0,1970.0,,40.42834,3377.05172,Controlled,13/09/2023,1.0,55.12,High,Satisfactory,29/09/2023,0.0971,523.1,101.3,71.0
SOAD14681,Flumevale,No,Hydroelectric,Concrete,119.54,0.467,1170000.0,1956.0,2000E;2000F;2000H;2000S,92.44028,12975.54888,Uncontrolled,14/09/2020,1.0,1.61,High,Not Available,,0.0883,831.7,683.1,84.8
SOAD05850,Flumevale,No,Flood Risk Reduction,Gravity,149.85,0.613,0.0,1954.0,,50.92056,11454.81029,Controlled,20/05/2021,5.0,24.97,High,Not Available,,0.0712,529.1,300.8,
SOAD00845,Navaldia,No,Flood Risk Reduction,Earth,46.526,14.153,21442000.0,1962.0,1999H;1999O;1999S,196.83255,17921.27841,Uncontrolled,16/06/2020,1.0,1.56,High,Not Available,,0.1236,670.1,107.9,
SOAD15377,Navaldia,No,Flood Risk Reduction,Earth,70.268,3.24,11804000.0,1968.0,,52.6187,9262.92262,Uncontrolled,13/05/2021,5.0,,High,Not Available,,0.0833,860.8,796.7,
SOAD06861,Navaldia,Yes,Flood Risk Reduction,Earth,40.585,2.963,,1923.0,1974O,142.0567,14890.454389999999,Uncontrolled,29/03/2022,,,High,Satisfactory,30/08/2021,0.0964,700.0,772.8,
SOAD17936,Flumevale,Yes,Hydroelectric,Rockfill,32.67,0.733,,1966.0,,58.193799999999996,7664.94862,,08/08/2023,1.0,24.88,High,Satisfactory,29/09/2023,0.0836,878.6,125.4,47.7
SOAD07995,Navaldia,No,Flood Risk Reduction,Earth,28.923,6.737,7434000.0,1967.0,,53.6234,7467.865159999999,Uncontrolled,16/05/2023,5.0,,High,Not Available,,0.0782,640.1,833.5,
SOAD09360,Flumevale,No,Flood Risk Reduction,Earth,40.028,1.607,3820000.0,1955.0,,92.08371,838.93635,,07/04/2000,1.0,1.59,High,Not Available,,0.0885,933.8,543.7,
SOAD03069,Flumevale,No,Flood Risk Reduction,Earth,5.465,0.6,0.0,1956.0,,96.69942,11153.85852,,07/04/2000,1.0,1.69,High,Not Available,,0.1061,576.9,271.2,
SOAD12402,Flumevale,No,Flood Risk Reduction,Earth,51.245,0.7,3905000.0,1955.0,,96.77034,11151.19523,,07/04/2000,1.0,1.56,High,Not Available,,0.1083,495.2,575.6,
SOAD15908,Flumevale,No,Flood Risk Reduction,Earth,8.517,0.687,0.0,1956.0,,96.42953,11433.50397,,07/04/2000,1.0,1.58,High,Not Available,,0.0807,893.1,606.6,
SOAD11646,Flumevale,No,Flood Risk Reduction,Earth,12.231,0.297,0.0,1956.0,,97.12691,11532.0457,,07/04/2000,1.0,1.59,High,Not Available,,0.1324,835.8,885.4,
SOAD11321,Flumevale,Yes,Hydroelectric,Rockfill,174.205,0.407,,1966.0,,57.169399999999996,7518.46767,Controlled,08/08/2023,1.0,24.99,High,Fair,29/09/2023,0.1108,587.6,378.6,52.2
SOAD09132,Navaldia,Yes,Water Supply,Earth,26.05,1.907,,1962.0,1971S;1997S;2020O,211.27265,6378.5795499999995,Uncontrolled,15/03/2022,5.0,21.48,High,Fair,27/07/2022,0.0753,946.7,210.6,61.1
SOAD04474,Lyndrassia,No,Flood Risk Reduction,Earth,39.635,0.155,2710000.0,1941.0,,187.2879,9286.89223,,02/03/2017,5.0,1.61,Significant,Not Available,,0.1136,716.6,196.8,
SOAD11738,Flumevale,No,Flood Risk Reduction,Earth,35.962,0.638,0.0,1956.0,,96.90429999999999,11068.63324,,07/04/2000,1.0,1.67,High,Not Available,,0.1303,930.6,827.9,
SOAD06172,Flumevale,No,Flood Risk Reduction,Earth,14.425,0.487,0.0,1956.0,,96.40983,11191.14458,,07/04/2000,1.0,1.61,High,Not Available,,0.0882,717.9,821.8,
SOAD04531,Navaldia,No,Other,Earth,47.571,6.168,6020930.0,1982.0,,209.01306,40918.78756,Controlled,26/08/2020,1.0,6.32,High,Not Available,,0.0862,702.1,162.3,
SOAD04439,Navaldia,Yes,Irrigation,Earth,49.124,3.662,,1937.0,1994S;2021M,195.41809,348.89099,,20/11/2020,5.0,32.37,High,Satisfactory,29/09/2017,0.0876,691.2,59.6,13.7
